# CSV-File created with merge-csv.com
# -----------------------------------------------------------

ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Green Office Building,3/18/2014,82225305,Green roof,Town Square,LEED Silver,Eco-Friendly Designs,LEED,10/9/2023,85,Limited,high-efficiency,certified,25% reduction in energy use,false
Sustainable Library,9/2/2023,65892760,Rainwater harvesting,Downtown,LEED Certified,Sustainable Builders,ISO 14001,11/27/2023,78,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,5/8/2006,76170863,LEED Platinum certified,Metropolitan Area,LEED Certified,Green Architects Inc.,Green Globes,7/7/2023,63,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,4/21/2010,37152522,Renewable energy sources,Metropolitan Area,LEED Silver,Green Building Solutions,LEED,2/15/2024,6,Limited,low-flow,local,30% reduction in energy use,false
Green Office Building,5/26/2020,90626577,Renewable energy sources,Downtown,LEED Silver,EcoBuild Constructions,LEED,7/26/2023,38,Yes,low-flow,reclaimed,40% reduction in energy use,false
Eco Elementary School,7/13/2018,32861233,Energy-efficient design,Downtown,LEED Platinum,Green Building Solutions,Green Globes,8/31/2023,87,No,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,10/10/2022,94271851,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,1/10/2024,95,No,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,3/11/2011,53230037,Rainwater harvesting,City Centre,LEED Platinum,Green Architects Inc.,LEED,2/1/2024,87,Limited,high-efficiency,certified,40% reduction in energy use,false
Sustainable Library,11/24/2015,66871327,Rainwater harvesting,Downtown,LEED Certified,Sustainable Builders,Green Globes,7/11/2023,17,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,2/17/2023,72124095,Energy-efficient design,Metropolitan Area,LEED Silver,Green Architects Inc.,LEED,5/17/2023,21,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,7/7/2007,98633057,Green roof,Town Square,LEED Silver,Sustainable Builders,ISO 14001,10/12/2023,35,Yes,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,8/20/2017,87761365,LEED Platinum certified,Central District,LEED Certified,Eco-Friendly Designs,LEED,6/6/2023,34,Yes,low-flow,reclaimed,30% reduction in energy use,false
Eco Elementary School,1/1/2022,17645817,Rainwater harvesting,Town Square,Not Applicable,EcoBuild Constructions,LEED,11/16/2023,14,No,low-flow,recycled,40% reduction in energy use,false
Sustainable Library,9/14/2017,30408884,Renewable energy sources,Central District,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,12/18/2023,47,No,high-efficiency,local,30% reduction in energy use,false
Green Office Building,10/13/2013,89163788,Green roof,City Centre,LEED Gold,Sustainable Builders,ENERGY STAR Certified,1/31/2024,75,Limited,low-flow,certified,40% reduction in energy use,true
Green Office Building,4/29/2011,86304911,Green roof,Downtown,LEED Certified,EcoBuild Constructions,LEED,7/17/2023,43,No,high-efficiency,recycled,40% reduction in energy use,true
Sustainable Library,11/18/2012,58288319,Renewable energy sources,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,7/29/2023,57,Yes,low-flow,sustainable,25% reduction in energy use,false
Eco Elementary School,1/9/2006,909926,LEED Platinum certified,City Centre,LEED Certified,Eco-Friendly Designs,LEED,12/21/2023,83,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,7/26/2018,35138754,Energy-efficient design,Downtown,LEED Certified,Green Architects Inc.,Green Globes,7/10/2023,96,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,3/28/2011,67258337,Green roof,Central District,LEED Gold,EcoBuild Constructions,LEED,1/15/2024,30,No,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,8/29/2008,51282125,Renewable energy sources,Metropolitan Area,LEED Certified,Green Building Solutions,ENERGY STAR Certified,12/2/2023,100,Limited,low-flow,reclaimed,40% reduction in energy use,false
Green Office Building,10/1/2011,7500258,Green roof,Central District,LEED Certified,Green Building Solutions,LEED,12/27/2023,79,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,2/21/2022,24304967,Energy-efficient design,Town Square,LEED Certified,EcoBuild Constructions,LEED,9/4/2023,79,Yes,low-flow,certified,40% reduction in energy use,false
Sustainable Library,8/8/2010,78761719,Energy-efficient design,Town Square,LEED Certified,EcoBuild Constructions,ISO 14001,10/10/2023,52,No,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,8/9/2007,43147522,Renewable energy sources,City Centre,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,2/19/2024,78,No,low-flow,local,40% reduction in energy use,true
Sustainable Library,7/6/2008,70622445,Renewable energy sources,Town Square,LEED Silver,Sustainable Builders,ENERGY STAR Certified,8/15/2023,73,No,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,12/5/2018,25317518,Green roof,Central District,LEED Certified,Green Building Solutions,ENERGY STAR Certified,2/29/2024,69,Yes,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,9/4/2015,78443786,Renewable energy sources,City Centre,LEED Silver,Sustainable Builders,LEED,12/16/2023,40,Yes,high-efficiency,sustainable,30% reduction in energy use,false
Sustainable Library,8/6/2016,28729198,LEED Platinum certified,Central District,Not Applicable,Sustainable Builders,LEED,8/15/2023,26,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,5/6/2007,66766520,Green roof,Metropolitan Area,Not Applicable,Green Building Solutions,LEED,8/31/2023,52,No,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,9/1/2007,11111182,Green roof,Downtown,LEED Certified,Eco-Friendly Designs,Green Globes,11/26/2023,98,Yes,high-efficiency,local,30% reduction in energy use,false
Sustainable Library,7/8/2017,20640431,Energy-efficient design,Town Square,LEED Silver,Eco-Friendly Designs,ISO 14001,9/21/2023,52,Limited,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,3/12/2010,86502512,Energy-efficient design,Town Square,LEED Silver,EcoBuild Constructions,LEED,12/26/2023,28,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Eco Elementary School,2/20/2014,40491389,Green roof,Town Square,LEED Certified,Sustainable Builders,LEED,6/28/2023,86,No,high-efficiency,certified,30% reduction in energy use,false
Sustainable Library,11/29/2012,83024253,Renewable energy sources,Downtown,LEED Certified,Sustainable Builders,ISO 14001,2/9/2024,18,Limited,high-efficiency,certified,25% reduction in energy use,true
Eco Elementary School,10/10/2013,82385197,Energy-efficient design,Central District,LEED Silver,Eco-Friendly Designs,Green Globes,9/24/2023,83,Yes,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,4/17/2019,50437142,LEED Platinum certified,Central District,LEED Gold,Sustainable Builders,LEED,7/19/2023,25,No,high-efficiency,reclaimed,30% reduction in energy use,false
Sustainable Library,11/12/2015,80856076,Renewable energy sources,City Centre,Not Applicable,Sustainable Builders,ISO 14001,7/19/2023,29,Yes,high-efficiency,local,40% reduction in energy use,true
Eco Elementary School,2/25/2006,61522556,LEED Platinum certified,City Centre,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,7/31/2023,7,Yes,low-flow,sustainable,30% reduction in energy use,true
Sustainable Library,10/23/2018,9183247,Rainwater harvesting,Central District,LEED Silver,Sustainable Builders,LEED,6/22/2023,12,Yes,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,5/2/2019,46962498,Rainwater harvesting,Central District,LEED Certified,EcoBuild Constructions,ISO 14001,6/13/2023,50,Limited,low-flow,sustainable,30% reduction in energy use,true
Sustainable Library,6/9/2012,10165051,Rainwater harvesting,Town Square,LEED Certified,Sustainable Builders,LEED,2/19/2024,56,Limited,high-efficiency,sustainable,25% reduction in energy use,false
Green Office Building,10/28/2016,70518221,LEED Platinum certified,Metropolitan Area,LEED Gold,Eco-Friendly Designs,ISO 14001,11/25/2023,62,No,high-efficiency,certified,25% reduction in energy use,true
Green Office Building,3/12/2008,46939523,Renewable energy sources,Downtown,LEED Gold,Green Architects Inc.,Green Globes,9/20/2023,30,Limited,high-efficiency,certified,30% reduction in energy use,true
Green Office Building,6/29/2021,73276296,Green roof,Town Square,LEED Gold,Green Building Solutions,LEED,2/24/2024,25,Yes,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,2/5/2008,13999902,Rainwater harvesting,Town Square,LEED Gold,Sustainable Builders,ISO 14001,6/28/2023,33,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,4/5/2007,13673729,Renewable energy sources,Downtown,LEED Certified,EcoBuild Constructions,LEED,8/31/2023,93,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,6/24/2017,49749815,Green roof,Town Square,LEED Gold,Sustainable Builders,LEED,1/18/2024,92,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,6/3/2009,35485619,LEED Platinum certified,City Centre,Not Applicable,EcoBuild Constructions,ISO 14001,8/13/2023,95,No,low-flow,certified,40% reduction in energy use,true
Green Office Building,9/20/2015,90994068,Renewable energy sources,City Centre,LEED Certified,Green Architects Inc.,ISO 14001,7/9/2023,48,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,8/30/2021,64130394,Green roof,Metropolitan Area,LEED Certified,Green Architects Inc.,LEED,7/17/2023,96,No,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,1/12/2014,21655100,Green roof,Town Square,LEED Silver,Sustainable Builders,LEED,5/23/2023,53,Yes,low-flow,reclaimed,40% reduction in energy use,true
Green Office Building,6/24/2010,24664571,Green roof,Metropolitan Area,LEED Silver,Sustainable Builders,LEED,5/24/2023,18,No,high-efficiency,sustainable,25% reduction in energy use,true
Eco Elementary School,12/26/2012,71445794,Energy-efficient design,Downtown,LEED Silver,Sustainable Builders,LEED,9/6/2023,16,No,high-efficiency,sustainable,30% reduction in energy use,false
Eco Elementary School,2/26/2015,80880876,Rainwater harvesting,Town Square,LEED Gold,Green Architects Inc.,LEED,8/25/2023,31,Yes,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,3/15/2017,55961531,Energy-efficient design,Downtown,LEED Platinum,Sustainable Builders,LEED,6/29/2023,49,Yes,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,5/25/2011,27592024,Energy-efficient design,Town Square,LEED Certified,Eco-Friendly Designs,LEED,9/11/2023,0,Limited,low-flow,reclaimed,30% reduction in energy use,false
Eco Elementary School,10/3/2016,92933609,Rainwater harvesting,Downtown,LEED Certified,Green Building Solutions,LEED,12/16/2023,20,No,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,4/20/2023,70157410,Energy-efficient design,Town Square,LEED Certified,Sustainable Builders,LEED,1/13/2024,12,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,8/3/2007,74770573,Green roof,Town Square,LEED Silver,Green Building Solutions,LEED,9/19/2023,17,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,12/12/2022,20511230,Green roof,City Centre,LEED Silver,Green Building Solutions,ISO 14001,7/28/2023,98,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,2/19/2017,59458309,LEED Platinum certified,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,10/18/2023,5,Limited,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,3/28/2007,33938524,LEED Platinum certified,Town Square,LEED Silver,EcoBuild Constructions,ENERGY STAR Certified,9/4/2023,24,Limited,low-flow,local,40% reduction in energy use,false
Sustainable Library,5/14/2010,7745764,Energy-efficient design,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,12/12/2023,26,No,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,8/9/2018,39136974,Rainwater harvesting,Downtown,LEED Silver,Sustainable Builders,LEED,6/5/2023,91,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,5/19/2015,24607424,Rainwater harvesting,Metropolitan Area,Not Applicable,Green Building Solutions,ENERGY STAR Certified,6/2/2023,5,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,5/6/2012,57041846,Rainwater harvesting,Central District,LEED Silver,Sustainable Builders,LEED,5/30/2023,38,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,7/2/2017,14453135,Renewable energy sources,Downtown,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,10/2/2023,90,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Green Office Building,3/15/2006,7661554,Rainwater harvesting,City Centre,LEED Gold,Eco-Friendly Designs,LEED,1/25/2024,26,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,8/2/2023,24874246,Rainwater harvesting,Central District,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,9/27/2023,15,Yes,high-efficiency,reclaimed,25% reduction in energy use,true
Sustainable Library,6/19/2018,92818007,Green roof,Town Square,LEED Platinum,Sustainable Builders,LEED,5/24/2023,36,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,8/12/2008,36479596,Rainwater harvesting,City Centre,LEED Silver,Eco-Friendly Designs,ISO 14001,12/25/2023,99,Yes,low-flow,certified,25% reduction in energy use,false
Eco Elementary School,2/28/2015,80811620,Green roof,Downtown,LEED Silver,Eco-Friendly Designs,Green Globes,12/18/2023,21,Limited,high-efficiency,sustainable,25% reduction in energy use,true
Sustainable Library,1/5/2016,54151287,Green roof,City Centre,LEED Gold,Eco-Friendly Designs,LEED,6/7/2023,88,No,low-flow,certified,40% reduction in energy use,false
Sustainable Library,8/12/2008,4205832,Energy-efficient design,Metropolitan Area,Not Applicable,Green Building Solutions,Green Globes,9/11/2023,14,No,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,7/3/2023,58220163,Energy-efficient design,Town Square,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,7/12/2023,58,Limited,high-efficiency,certified,30% reduction in energy use,true
Eco Elementary School,8/23/2017,9783619,Rainwater harvesting,Central District,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,2/21/2024,99,No,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,5/3/2010,25442219,Energy-efficient design,City Centre,LEED Silver,Green Building Solutions,ISO 14001,9/14/2023,7,No,high-efficiency,local,30% reduction in energy use,true
Eco Elementary School,1/31/2023,89611020,LEED Platinum certified,City Centre,LEED Gold,EcoBuild Constructions,ENERGY STAR Certified,11/3/2023,74,No,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,12/5/2022,39144849,Energy-efficient design,Central District,LEED Certified,Sustainable Builders,LEED,7/7/2023,100,Limited,low-flow,certified,40% reduction in energy use,false
Green Office Building,6/28/2023,40752451,Renewable energy sources,Town Square,LEED Gold,Green Building Solutions,LEED,9/1/2023,38,No,low-flow,certified,40% reduction in energy use,true
Sustainable Library,11/30/2013,25706361,Energy-efficient design,Metropolitan Area,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,8/3/2023,33,Limited,low-flow,sustainable,40% reduction in energy use,true
