ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Eco Elementary School,4/17/2013,73682406,Renewable energy sources,Central District,LEED Certified,Sustainable Builders,LEED,2/19/2024,16,Limited,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,4/15/2013,89652395,Rainwater harvesting,Central District,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,2/2/2024,59,Yes,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,10/14/2014,71333895,Energy-efficient design,Metropolitan Area,Not Applicable,Sustainable Builders,Green Globes,12/8/2023,97,No,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,5/24/2008,37633637,Renewable energy sources,City Centre,LEED Silver,Eco-Friendly Designs,ENERGY STAR Certified,7/20/2023,56,Limited,low-flow,sustainable,40% reduction in energy use,false
Eco Elementary School,7/9/2017,74706750,Renewable energy sources,Downtown,Not Applicable,Green Architects Inc.,LEED,3/2/2024,97,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,12/19/2015,70844003,Renewable energy sources,Town Square,LEED Certified,EcoBuild Constructions,LEED,2/10/2024,28,Limited,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,7/24/2018,2403782,Renewable energy sources,City Centre,LEED Silver,Sustainable Builders,ISO 14001,1/24/2024,10,No,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,1/5/2012,90577654,Rainwater harvesting,City Centre,LEED Silver,Green Building Solutions,Green Globes,12/21/2023,98,No,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,7/16/2020,65840703,Energy-efficient design,Town Square,LEED Silver,Green Building Solutions,LEED,2/21/2024,38,Yes,low-flow,certified,30% reduction in energy use,true
Green Office Building,11/7/2019,40894236,Rainwater harvesting,City Centre,LEED Silver,Green Architects Inc.,Green Globes,6/11/2023,69,Limited,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,12/21/2022,68580320,LEED Platinum certified,Metropolitan Area,Not Applicable,Sustainable Builders,LEED,6/4/2023,11,Yes,high-efficiency,reclaimed,25% reduction in energy use,false
Eco Elementary School,3/3/2006,60517934,Rainwater harvesting,Metropolitan Area,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,7/19/2023,67,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Eco Elementary School,4/19/2009,68260746,Rainwater harvesting,Town Square,LEED Certified,Eco-Friendly Designs,ISO 14001,2/17/2024,93,Yes,high-efficiency,recycled,25% reduction in energy use,false
Eco Elementary School,9/24/2023,18109210,LEED Platinum certified,City Centre,LEED Silver,Sustainable Builders,LEED,8/1/2023,38,Limited,high-efficiency,certified,40% reduction in energy use,true
Green Office Building,6/24/2013,23711986,Renewable energy sources,Metropolitan Area,LEED Silver,Green Building Solutions,LEED,12/22/2023,10,Yes,high-efficiency,certified,25% reduction in energy use,false
Eco Elementary School,6/19/2007,67970089,Energy-efficient design,City Centre,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,9/10/2023,0,Yes,high-efficiency,recycled,40% reduction in energy use,true
Eco Elementary School,7/2/2014,74736741,Rainwater harvesting,City Centre,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,8/3/2023,6,Limited,high-efficiency,local,40% reduction in energy use,false
Green Office Building,6/24/2008,3182832,Rainwater harvesting,Metropolitan Area,LEED Silver,Green Building Solutions,ISO 14001,10/2/2023,86,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,7/24/2009,10526863,Renewable energy sources,Town Square,LEED Gold,Green Architects Inc.,LEED,6/28/2023,74,Yes,high-efficiency,recycled,30% reduction in energy use,true
Sustainable Library,1/11/2011,36734515,Green roof,City Centre,LEED Silver,EcoBuild Constructions,LEED,6/20/2023,9,Yes,low-flow,certified,40% reduction in energy use,true
Green Office Building,7/1/2006,77869798,Energy-efficient design,Town Square,LEED Certified,Sustainable Builders,LEED,10/28/2023,10,Limited,high-efficiency,reclaimed,30% reduction in energy use,false
Green Office Building,8/20/2020,60015741,LEED Platinum certified,City Centre,LEED Certified,Eco-Friendly Designs,LEED,7/8/2023,71,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,7/15/2006,22229404,Renewable energy sources,Central District,LEED Certified,Eco-Friendly Designs,LEED,12/26/2023,55,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
Eco Elementary School,10/10/2021,65125039,Energy-efficient design,Metropolitan Area,LEED Gold,EcoBuild Constructions,LEED,9/5/2023,59,Yes,high-efficiency,reclaimed,30% reduction in energy use,false
Eco Elementary School,1/16/2006,66624332,Energy-efficient design,Town Square,LEED Certified,Green Architects Inc.,LEED,1/6/2024,97,Limited,low-flow,certified,40% reduction in energy use,true
Green Office Building,4/6/2012,39602414,LEED Platinum certified,Town Square,LEED Gold,Green Architects Inc.,LEED,1/23/2024,80,Yes,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,4/23/2007,33241378,LEED Platinum certified,City Centre,LEED Certified,Green Building Solutions,LEED,11/6/2023,27,Yes,low-flow,certified,30% reduction in energy use,true
Sustainable Library,3/21/2006,15397982,Rainwater harvesting,City Centre,LEED Silver,Sustainable Builders,ENERGY STAR Certified,11/15/2023,42,Limited,high-efficiency,certified,25% reduction in energy use,true
Green Office Building,10/29/2019,97060734,Energy-efficient design,Central District,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,5/18/2023,82,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,12/8/2018,47368052,Green roof,Town Square,LEED Gold,Eco-Friendly Designs,LEED,5/26/2023,81,No,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,7/20/2018,58800316,Green roof,Downtown,Not Applicable,Green Architects Inc.,LEED,9/9/2023,4,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,6/24/2022,54381747,Rainwater harvesting,City Centre,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,9/6/2023,18,Limited,high-efficiency,local,30% reduction in energy use,true
Sustainable Library,5/4/2023,12162324,Rainwater harvesting,Town Square,LEED Certified,Sustainable Builders,ENERGY STAR Certified,12/20/2023,66,Limited,high-efficiency,sustainable,25% reduction in energy use,true
Eco Elementary School,10/18/2009,15792720,Renewable energy sources,Town Square,LEED Certified,EcoBuild Constructions,LEED,2/23/2024,47,Limited,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,4/5/2021,48300722,LEED Platinum certified,City Centre,LEED Certified,Green Architects Inc.,LEED,5/29/2023,41,Yes,low-flow,sustainable,40% reduction in energy use,false
Sustainable Library,2/19/2007,63698383,Renewable energy sources,Metropolitan Area,LEED Gold,Eco-Friendly Designs,ISO 14001,7/19/2023,34,Limited,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,6/13/2010,94591729,Energy-efficient design,Metropolitan Area,LEED Gold,Sustainable Builders,ENERGY STAR Certified,12/18/2023,31,Yes,high-efficiency,certified,25% reduction in energy use,false
Green Office Building,3/17/2008,55277233,Green roof,Downtown,LEED Gold,Green Building Solutions,LEED,1/17/2024,35,Yes,high-efficiency,local,30% reduction in energy use,true
Eco Elementary School,2/1/2009,46967263,Energy-efficient design,City Centre,LEED Silver,Green Architects Inc.,Green Globes,2/26/2024,27,No,low-flow,recycled,30% reduction in energy use,false
Sustainable Library,10/24/2007,54545617,LEED Platinum certified,Town Square,LEED Certified,Eco-Friendly Designs,LEED,1/4/2024,60,No,high-efficiency,certified,40% reduction in energy use,false
Eco Elementary School,9/9/2010,63846304,Energy-efficient design,Central District,LEED Certified,Sustainable Builders,LEED,11/14/2023,45,Limited,high-efficiency,certified,30% reduction in energy use,false
Eco Elementary School,3/13/2009,4937117,Rainwater harvesting,Central District,LEED Certified,EcoBuild Constructions,LEED,5/15/2023,44,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Sustainable Library,11/18/2022,52753408,Rainwater harvesting,Metropolitan Area,LEED Silver,EcoBuild Constructions,LEED,7/31/2023,27,No,high-efficiency,certified,30% reduction in energy use,true
Sustainable Library,12/20/2009,4981376,Rainwater harvesting,Metropolitan Area,Not Applicable,Sustainable Builders,LEED,8/20/2023,73,Yes,low-flow,certified,30% reduction in energy use,true
Green Office Building,8/18/2010,91109196,Renewable energy sources,City Centre,LEED Silver,Eco-Friendly Designs,LEED,8/2/2023,78,Yes,low-flow,sustainable,30% reduction in energy use,true
Green Office Building,4/9/2021,91843513,Green roof,Downtown,LEED Certified,EcoBuild Constructions,LEED,2/3/2024,61,Yes,high-efficiency,sustainable,30% reduction in energy use,true
Sustainable Library,8/2/2020,18018013,Green roof,Town Square,LEED Silver,EcoBuild Constructions,LEED,7/13/2023,86,Yes,low-flow,certified,30% reduction in energy use,false
Green Office Building,5/6/2009,21657806,Renewable energy sources,Town Square,Not Applicable,Green Architects Inc.,ENERGY STAR Certified,5/24/2023,83,Yes,low-flow,certified,40% reduction in energy use,true
Sustainable Library,7/1/2013,23396865,Green roof,Central District,LEED Platinum,EcoBuild Constructions,ISO 14001,9/17/2023,96,Yes,low-flow,certified,30% reduction in energy use,true
Sustainable Library,10/31/2013,98607165,Rainwater harvesting,Metropolitan Area,LEED Certified,Green Building Solutions,LEED,11/11/2023,81,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Sustainable Library,9/1/2022,20301657,Renewable energy sources,Downtown,LEED Silver,Green Building Solutions,ISO 14001,9/12/2023,22,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,11/5/2007,70969419,Rainwater harvesting,Town Square,Not Applicable,Eco-Friendly Designs,LEED,2/3/2024,17,No,high-efficiency,recycled,40% reduction in energy use,false
Sustainable Library,3/5/2013,54952902,Green roof,Downtown,Not Applicable,EcoBuild Constructions,LEED,2/6/2024,87,Yes,high-efficiency,reclaimed,40% reduction in energy use,true
Green Office Building,5/22/2012,87948828,Green roof,Central District,LEED Silver,Green Architects Inc.,LEED,2/1/2024,46,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,3/14/2017,59977159,LEED Platinum certified,Downtown,LEED Gold,Green Architects Inc.,LEED,8/13/2023,10,Yes,high-efficiency,certified,30% reduction in energy use,false
Green Office Building,5/15/2021,20380841,LEED Platinum certified,Metropolitan Area,LEED Platinum,Eco-Friendly Designs,ENERGY STAR Certified,9/3/2023,77,Yes,low-flow,certified,30% reduction in energy use,true
Sustainable Library,5/31/2016,86134134,Renewable energy sources,Central District,LEED Certified,Eco-Friendly Designs,LEED,10/15/2023,55,Limited,high-efficiency,certified,40% reduction in energy use,false
Green Office Building,5/23/2018,67798236,Green roof,Town Square,LEED Silver,Sustainable Builders,ENERGY STAR Certified,9/4/2023,26,Yes,low-flow,recycled,40% reduction in energy use,false
Green Office Building,2/11/2007,10283221,Rainwater harvesting,Metropolitan Area,LEED Certified,Eco-Friendly Designs,ENERGY STAR Certified,1/15/2024,51,No,low-flow,certified,30% reduction in energy use,false
Sustainable Library,6/25/2021,73116361,Rainwater harvesting,City Centre,LEED Certified,Eco-Friendly Designs,LEED,12/6/2023,6,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,9/5/2020,28908669,Renewable energy sources,Metropolitan Area,LEED Silver,Sustainable Builders,ENERGY STAR Certified,10/28/2023,68,Yes,high-efficiency,sustainable,40% reduction in energy use,false
Green Office Building,10/5/2011,9889515,LEED Platinum certified,Downtown,LEED Certified,Sustainable Builders,ENERGY STAR Certified,8/3/2023,83,Yes,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,7/1/2012,74465261,Rainwater harvesting,Central District,LEED Silver,Green Building Solutions,ENERGY STAR Certified,12/9/2023,4,No,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,3/5/2007,87507238,LEED Platinum certified,City Centre,LEED Silver,EcoBuild Constructions,Green Globes,2/20/2024,77,Yes,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,5/8/2016,62477779,Renewable energy sources,Downtown,LEED Certified,Green Architects Inc.,LEED,10/19/2023,35,Yes,high-efficiency,recycled,25% reduction in energy use,true
Eco Elementary School,10/2/2009,43556271,LEED Platinum certified,Central District,LEED Silver,Green Building Solutions,LEED,6/13/2023,43,Limited,high-efficiency,reclaimed,40% reduction in energy use,false
Sustainable Library,4/26/2008,83744268,Green roof,Town Square,LEED Certified,Green Building Solutions,LEED,11/16/2023,15,Limited,low-flow,certified,40% reduction in energy use,true
Sustainable Library,7/19/2018,67245896,Energy-efficient design,Downtown,LEED Certified,Sustainable Builders,ENERGY STAR Certified,1/26/2024,25,Yes,low-flow,certified,40% reduction in energy use,false
Green Office Building,1/6/2007,52699811,Renewable energy sources,City Centre,LEED Silver,EcoBuild Constructions,LEED,10/10/2023,32,Limited,low-flow,certified,30% reduction in energy use,true
Green Office Building,4/6/2015,20779403,LEED Platinum certified,Central District,LEED Gold,Eco-Friendly Designs,LEED,11/27/2023,51,Yes,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,3/27/2017,85268769,Renewable energy sources,City Centre,LEED Platinum,Sustainable Builders,LEED,6/1/2023,12,Limited,high-efficiency,certified,40% reduction in energy use,true
Eco Elementary School,6/15/2008,21925161,LEED Platinum certified,City Centre,LEED Gold,Green Architects Inc.,ISO 14001,7/30/2023,67,No,low-flow,certified,30% reduction in energy use,false
Green Office Building,11/22/2012,2510985,Rainwater harvesting,Town Square,LEED Silver,Green Architects Inc.,LEED,3/6/2024,46,No,low-flow,certified,40% reduction in energy use,false
Eco Elementary School,6/26/2019,56072677,Rainwater harvesting,Town Square,LEED Gold,Eco-Friendly Designs,ENERGY STAR Certified,6/22/2023,74,Limited,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,5/14/2012,80345225,Renewable energy sources,City Centre,LEED Silver,Sustainable Builders,Green Globes,11/6/2023,60,Yes,high-efficiency,certified,40% reduction in energy use,true
Sustainable Library,4/7/2011,42240952,Rainwater harvesting,Central District,LEED Gold,Green Architects Inc.,LEED,8/30/2023,5,No,high-efficiency,local,30% reduction in energy use,false
Green Office Building,3/19/2015,90357017,Renewable energy sources,Town Square,Not Applicable,Green Architects Inc.,LEED,2/10/2024,52,Yes,low-flow,reclaimed,30% reduction in energy use,false
Sustainable Library,4/2/2015,49705488,LEED Platinum certified,Downtown,LEED Certified,Eco-Friendly Designs,LEED,7/18/2023,17,No,low-flow,certified,30% reduction in energy use,true
Green Office Building,3/24/2006,56775349,Renewable energy sources,Downtown,LEED Silver,Sustainable Builders,LEED,12/20/2023,17,Limited,high-efficiency,reclaimed,40% reduction in energy use,true
