ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Green Office Building,7/21/2012,76821319,Rainwater harvesting,Town Square,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,12/10/2023,58,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Green Office Building,5/28/2009,90384244,LEED Platinum certified,Central District,3 Level - LEED Silver,Green Architects Inc.,3 Level - Green Globes,3/6/2024,21,3 - Yes,1 - low-flow,2 - recycled,25% reduction in energy use,true
Green Office Building,4/20/2008,58699179,Energy-efficient design,Town Square,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,12/24/2023,69,1- No,2 - high-efficiency,3 - sustainable,25% reduction in energy use,false
Sustainable Library,10/21/2019,88076665,Renewable energy sources,City Centre,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,1/15/2024,14,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Green Office Building,12/16/2022,93410949,Rainwater harvesting,Central District,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,6/3/2023,20,3 - Yes,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,true
Sustainable Library,8/25/2015,97270700,Rainwater harvesting,City Centre,1 Level - Not Applicable,Green Architects Inc.,3 Level - Green Globes,2/13/2024,42,2 - Limited,1 - low-flow,2 - recycled,40% reduction in energy use,true
Eco Elementary School,2/17/2023,31053840,Rainwater harvesting,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,2 Level - LEED,7/22/2023,19,3 - Yes,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,5/17/2020,85092829,Green roof,City Centre,4 Level - LEED Gold,EcoBuild Constructions,4 Level -  ISO 14001,7/2/2023,58,1- No,1 - low-flow,5 - certified,25% reduction in energy use,false
Sustainable Library,4/22/2023,70790839,Rainwater harvesting,Central District,2 Level - LEED Certified,Green Architects Inc.,3 Level - Green Globes,10/5/2023,68,2 - Limited,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Sustainable Library,12/24/2011,70644336,LEED Platinum certified,Central District,2 Level - LEED Certified,Green Architects Inc.,3 Level - Green Globes,9/4/2023,8,3 - Yes,1 - low-flow,3 - sustainable,40% reduction in energy use,true
Eco Elementary School,11/10/2010,47118095,LEED Platinum certified,City Centre,4 Level - LEED Gold,Eco-Friendly Designs,3 Level - Green Globes,5/22/2023,69,2 - Limited,2 - high-efficiency,5 - certified,30% reduction in energy use,false
Eco Elementary School,2/8/2010,98004616,Renewable energy sources,Downtown,2 Level - LEED Certified,EcoBuild Constructions,2 Level - LEED,10/8/2023,12,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Sustainable Library,4/7/2009,81823737,Renewable energy sources,Town Square,1 Level - Not Applicable,Eco-Friendly Designs,4 Level -  ISO 14001,11/20/2023,26,2 - Limited,1 - low-flow,5 - certified,25% reduction in energy use,true
Green Office Building,12/10/2010,10726242,Energy-efficient design,Central District,2 Level - LEED Certified,Eco-Friendly Designs,2 Level - LEED,12/9/2023,22,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Eco Elementary School,7/26/2015,20419677,Green roof,Downtown,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,12/23/2023,75,3 - Yes,1 - low-flow,2 - recycled,40% reduction in energy use,false
Sustainable Library,9/21/2019,62656424,LEED Platinum certified,City Centre,3 Level - LEED Silver,EcoBuild Constructions,3 Level - Green Globes,12/28/2023,43,3 - Yes,1 - low-flow,3 - sustainable,25% reduction in energy use,false
Green Office Building,8/1/2022,57835187,Green roof,City Centre,5 Level - LEED Platinum,Green Architects Inc.,3 Level - Green Globes,11/27/2023,22,3 - Yes,1 - low-flow,3 - sustainable,40% reduction in energy use,true
Sustainable Library,4/16/2017,94897787,Green roof,City Centre,2 Level - LEED Certified,Green Building Solutions,2 Level - LEED,6/28/2023,3,3 - Yes,1 - low-flow,5 - certified,25% reduction in energy use,false
Sustainable Library,6/7/2022,63286120,Rainwater harvesting,Town Square,3 Level - LEED Silver,Green Architects Inc.,4 Level -  ISO 14001,9/12/2023,97,3 - Yes,1 - low-flow,2 - recycled,30% reduction in energy use,true
Eco Elementary School,10/27/2005,22464078,Green roof,Downtown,3 Level - LEED Silver,EcoBuild Constructions,1 Level - ENERGY STAR Certified,7/29/2023,41,1- No,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Eco Elementary School,12/12/2017,62615364,Energy-efficient design,Central District,3 Level - LEED Silver,Green Building Solutions,4 Level -  ISO 14001,11/15/2023,88,3 - Yes,1 - low-flow,3 - sustainable,40% reduction in energy use,false
Eco Elementary School,9/1/2009,84338090,Energy-efficient design,Town Square,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,1/5/2024,22,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Green Office Building,9/23/2019,76615724,LEED Platinum certified,City Centre,4 Level - LEED Gold,Green Architects Inc.,4 Level -  ISO 14001,12/25/2023,74,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,3/15/2006,96231970,LEED Platinum certified,City Centre,3 Level - LEED Silver,Green Building Solutions,4 Level -  ISO 14001,6/12/2023,26,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Green Office Building,11/23/2020,84943656,Rainwater harvesting,Town Square,2 Level - LEED Certified,EcoBuild Constructions,4 Level -  ISO 14001,8/25/2023,54,3 - Yes,2 - high-efficiency,3 - sustainable,30% reduction in energy use,false
Sustainable Library,9/17/2016,9731731,Renewable energy sources,Downtown,5 Level - LEED Platinum,Green Building Solutions,2 Level - LEED,3/8/2024,58,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Eco Elementary School,8/25/2023,31138584,Renewable energy sources,Town Square,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,2/28/2024,33,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,2/6/2012,54929385,Energy-efficient design,Metropolitan Area,3 Level - LEED Silver,Eco-Friendly Designs,4 Level -  ISO 14001,7/12/2023,58,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Sustainable Library,12/10/2014,88504032,Green roof,Metropolitan Area,1 Level - Not Applicable,EcoBuild Constructions,4 Level -  ISO 14001,8/26/2023,79,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Green Office Building,3/18/2018,30460591,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,Green Architects Inc.,1 Level - ENERGY STAR Certified,12/20/2023,67,2 - Limited,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Eco Elementary School,9/9/2017,53646524,LEED Platinum certified,Central District,5 Level - LEED Platinum,Sustainable Builders,3 Level - Green Globes,3/4/2024,92,1- No,2 - high-efficiency,3 - sustainable,30% reduction in energy use,false
Eco Elementary School,4/17/2018,52687923,Renewable energy sources,City Centre,4 Level - LEED Gold,Green Building Solutions,3 Level - Green Globes,7/26/2023,90,1- No,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,3/8/2016,58769404,LEED Platinum certified,Town Square,5 Level - LEED Platinum,Green Building Solutions,2 Level - LEED,5/29/2023,90,2 - Limited,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Eco Elementary School,12/5/2010,603964,Energy-efficient design,City Centre,3 Level - LEED Silver,Green Architects Inc.,3 Level - Green Globes,2/15/2024,21,3 - Yes,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Sustainable Library,2/28/2013,16023163,LEED Platinum certified,Metropolitan Area,5 Level - LEED Platinum,Sustainable Builders,2 Level - LEED,1/8/2024,79,3 - Yes,1 - low-flow,5 - certified,25% reduction in energy use,false
Eco Elementary School,2/22/2021,73165831,Green roof,Town Square,2 Level - LEED Certified,Eco-Friendly Designs,4 Level -  ISO 14001,5/17/2023,0,3 - Yes,1 - low-flow,2 - recycled,40% reduction in energy use,true
Sustainable Library,1/31/2018,62610866,LEED Platinum certified,Town Square,3 Level - LEED Silver,Sustainable Builders,2 Level - LEED,5/16/2023,72,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Sustainable Library,8/20/2016,89394910,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,Green Building Solutions,2 Level - LEED,10/23/2023,76,2 - Limited,2 - high-efficiency,3 - sustainable,40% reduction in energy use,true
Sustainable Library,3/4/2015,42270767,Renewable energy sources,Town Square,1 Level - Not Applicable,Sustainable Builders,2 Level - LEED,11/10/2023,69,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,10/18/2017,13629384,LEED Platinum certified,Town Square,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,6/10/2023,58,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
Sustainable Library,7/14/2017,45986859,LEED Platinum certified,City Centre,4 Level - LEED Gold,Green Building Solutions,3 Level - Green Globes,11/11/2023,70,3 - Yes,2 - high-efficiency,5 - certified,30% reduction in energy use,false
Eco Elementary School,9/11/2009,21340403,LEED Platinum certified,Central District,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,12/7/2023,5,2 - Limited,2 - high-efficiency,3 - sustainable,25% reduction in energy use,true
Eco Elementary School,3/28/2014,53287360,LEED Platinum certified,City Centre,3 Level - LEED Silver,Eco-Friendly Designs,1 Level - ENERGY STAR Certified,7/16/2023,69,1- No,2 - high-efficiency,4 - reclaimed,30% reduction in energy use,false
Eco Elementary School,9/1/2006,15856484,Renewable energy sources,Town Square,5 Level - LEED Platinum,Eco-Friendly Designs,2 Level - LEED,12/14/2023,75,1- No,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Green Office Building,6/21/2018,40203793,Green roof,Metropolitan Area,4 Level - LEED Gold,Sustainable Builders,3 Level - Green Globes,9/9/2023,46,2 - Limited,1 - low-flow,3 - sustainable,40% reduction in energy use,false
Sustainable Library,3/28/2009,61535064,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,EcoBuild Constructions,3 Level - Green Globes,8/11/2023,70,1- No,1 - low-flow,3 - sustainable,40% reduction in energy use,false
Green Office Building,2/13/2008,18510488,Renewable energy sources,Town Square,1 Level - Not Applicable,Green Architects Inc.,4 Level -  ISO 14001,9/10/2023,3,2 - Limited,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Sustainable Library,9/22/2013,7412880,Rainwater harvesting,Downtown,5 Level - LEED Platinum,Green Building Solutions,4 Level -  ISO 14001,1/7/2024,80,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,false
Green Office Building,6/28/2011,86197462,LEED Platinum certified,Town Square,2 Level - LEED Certified,Green Building Solutions,3 Level - Green Globes,7/31/2023,50,2 - Limited,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,4/17/2015,71480833,Energy-efficient design,Town Square,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,12/27/2023,44,3 - Yes,2 - high-efficiency,3 - sustainable,30% reduction in energy use,true
Green Office Building,8/18/2017,95220205,Energy-efficient design,Metropolitan Area,3 Level - LEED Silver,EcoBuild Constructions,4 Level -  ISO 14001,10/4/2023,62,3 - Yes,2 - high-efficiency,1 - local,25% reduction in energy use,false
Sustainable Library,11/17/2014,92132803,Green roof,Central District,3 Level - LEED Silver,Sustainable Builders,4 Level -  ISO 14001,6/22/2023,63,1- No,1 - low-flow,5 - certified,25% reduction in energy use,true
Sustainable Library,6/17/2011,39254439,Rainwater harvesting,Downtown,3 Level - LEED Silver,Eco-Friendly Designs,3 Level - Green Globes,12/2/2023,52,3 - Yes,2 - high-efficiency,4 - reclaimed,25% reduction in energy use,true
Sustainable Library,5/29/2010,97295014,Rainwater harvesting,City Centre,5 Level - LEED Platinum,Sustainable Builders,4 Level -  ISO 14001,12/19/2023,45,3 - Yes,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Sustainable Library,3/9/2014,89345094,Energy-efficient design,Town Square,5 Level - LEED Platinum,Eco-Friendly Designs,1 Level - ENERGY STAR Certified,3/2/2024,49,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Green Office Building,8/1/2017,66769298,Rainwater harvesting,Metropolitan Area,4 Level - LEED Gold,EcoBuild Constructions,3 Level - Green Globes,6/17/2023,19,2 - Limited,2 - high-efficiency,1 - local,30% reduction in energy use,false
Eco Elementary School,11/10/2009,16522612,Energy-efficient design,City Centre,2 Level - LEED Certified,Green Building Solutions,2 Level - LEED,10/6/2023,73,3 - Yes,2 - high-efficiency,3 - sustainable,40% reduction in energy use,false
Sustainable Library,9/22/2018,12506298,Green roof,Downtown,4 Level - LEED Gold,Eco-Friendly Designs,3 Level - Green Globes,9/27/2023,25,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Sustainable Library,8/25/2008,32683523,LEED Platinum certified,City Centre,4 Level - LEED Gold,Sustainable Builders,3 Level - Green Globes,8/8/2023,16,2 - Limited,2 - high-efficiency,3 - sustainable,30% reduction in energy use,true
Green Office Building,1/12/2009,21797247,Renewable energy sources,Metropolitan Area,5 Level - LEED Platinum,Eco-Friendly Designs,3 Level - Green Globes,12/26/2023,23,1- No,2 - high-efficiency,5 - certified,40% reduction in energy use,false
Sustainable Library,11/5/2005,11880229,Energy-efficient design,City Centre,5 Level - LEED Platinum,EcoBuild Constructions,4 Level -  ISO 14001,5/31/2023,41,3 - Yes,1 - low-flow,3 - sustainable,40% reduction in energy use,false
Sustainable Library,8/30/2017,9137857,Rainwater harvesting,Downtown,4 Level - LEED Gold,Sustainable Builders,2 Level - LEED,11/24/2023,62,1- No,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,12/20/2016,57049851,LEED Platinum certified,Central District,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,6/29/2023,73,2 - Limited,2 - high-efficiency,5 - certified,25% reduction in energy use,true
Green Office Building,2/3/2014,76737676,Green roof,City Centre,3 Level - LEED Silver,Green Architects Inc.,4 Level -  ISO 14001,11/19/2023,43,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,2/7/2017,32894994,Green roof,Downtown,2 Level - LEED Certified,Sustainable Builders,1 Level - ENERGY STAR Certified,5/31/2023,8,3 - Yes,2 - high-efficiency,5 - certified,40% reduction in energy use,true
Sustainable Library,1/23/2016,97681502,LEED Platinum certified,Metropolitan Area,3 Level - LEED Silver,Green Architects Inc.,1 Level - ENERGY STAR Certified,12/15/2023,43,3 - Yes,2 - high-efficiency,2 - recycled,25% reduction in energy use,false
Sustainable Library,4/24/2008,48020539,Renewable energy sources,City Centre,5 Level - LEED Platinum,Eco-Friendly Designs,2 Level - LEED,7/18/2023,31,2 - Limited,1 - low-flow,4 - reclaimed,40% reduction in energy use,true
Eco Elementary School,4/3/2018,21906053,Energy-efficient design,Downtown,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,12/22/2023,73,3 - Yes,2 - high-efficiency,2 - recycled,25% reduction in energy use,true
Eco Elementary School,4/15/2013,89444753,LEED Platinum certified,City Centre,3 Level - LEED Silver,Green Building Solutions,2 Level - LEED,2/12/2024,95,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,false
Sustainable Library,8/30/2013,8084641,Energy-efficient design,Metropolitan Area,1 Level - Not Applicable,Sustainable Builders,4 Level -  ISO 14001,7/12/2023,53,3 - Yes,2 - high-efficiency,4 - reclaimed,40% reduction in energy use,true
Green Office Building,6/1/2009,77243389,LEED Platinum certified,Metropolitan Area,4 Level - LEED Gold,Green Architects Inc.,3 Level - Green Globes,2/6/2024,14,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,true
Sustainable Library,2/24/2014,44629962,Energy-efficient design,Downtown,5 Level - LEED Platinum,Green Architects Inc.,4 Level -  ISO 14001,7/20/2023,39,3 - Yes,2 - high-efficiency,2 - recycled,40% reduction in energy use,false
Sustainable Library,3/2/2018,23064278,Renewable energy sources,Downtown,5 Level - LEED Platinum,Eco-Friendly Designs,4 Level -  ISO 14001,9/23/2023,61,3 - Yes,2 - high-efficiency,3 - sustainable,30% reduction in energy use,false
Eco Elementary School,1/20/2015,97489646,Renewable energy sources,Central District,5 Level - LEED Platinum,Green Building Solutions,3 Level - Green Globes,12/13/2023,67,1- No,1 - low-flow,4 - reclaimed,40% reduction in energy use,false
