ContractTitle,ContractDate,ContractAmount,ContractDescription,Location           ,LEEDCertificationLevel,Architect/Contractor,SustainabilityRatings,ProjectTimeline,RenewableEnergyUse,WasteManagementPractices,WaterEfficiency,MaterialsSourcing,SustainabilityGoals,Eco-Friendly
Sustainable Library,2/16/2023,981209.47,Energy-efficient design,Kandy,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,9/9/2023,8.42,Yes,low-flow,sustainable,40% reduction in energy use,false
Green Office Building,3/20/2023,681853.56,Green roof,Trincomalee,LEED Platinum,Eco-Friendly Designs,ISO 14001,2/10/2024,72.81,No,high-efficiency,recycled,25% reduction in energy use,true
Eco Elementary School,11/14/2022,830816.22,Green roof,Gampaha,LEED Silve,EcoBuild Constructions,ISO 14001,10/6/2023,93.44,Limited,low-flow,reclaimed,30% reduction in energy use,false
Green Office Building,8/29/2023,528188.78,Renewable energy sources,Gampaha,Not Applicable,EcoBuild Constructions,ISO 14001,6/29/2023,9.93,Limited,low-flow,recycled,30% reduction in energy use,true
Green Office Building,7/6/2023,664514.42,Energy-efficient design,Colombo,LEED Certified,Green Building Solutions,ENERGY STAR Certified,2/15/2024,32.98,No,high-efficiency,reclaimed,30% reduction in energy use,true
Eco Elementary School,1/24/2023,150063.54,Renewable energy sources,Kurunegala,Not Applicable,Green Architects Inc.,ENERGY STAR Certified,3/1/2024,45.76,Limited,low-flow,recycled,25% reduction in energy use,false
Eco Elementary School,11/28/2022,546849.46,Rainwater harvesting,Galle,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,2/7/2024,50.84,Yes,low-flow,sustainable,30% reduction in energy use,false
Green Office Building,2/16/2023,305267.11,Green roof,Negombo,LEED Certified,EcoBuild Constructions,LEED,1/11/2024,68.99,Limited,low-flow,recycled,40% reduction in energy use,false
Green Office Building,6/4/2023,976448.46,LEED Platinum certified,Negombo,LEED Gold,Sustainable Builders,Green Globes,2/21/2024,47.63,Yes,high-efficiency,reclaimed,25% reduction in energy use,true
Eco Elementary School,12/21/2022,337640.14,LEED Platinum certified,Gampaha,Not Applicable,Green Building Solutions,Green Globes,8/5/2023,11.25,No,low-flow,local,25% reduction in energy use,true
Eco Elementary School,9/11/2023,368548.28,Renewable energy sources,Colombo,LEED Platinum,Sustainable Builders,Green Globes,6/4/2023,27.49,No,low-flow,recycled,40% reduction in energy use,false
Green Office Building,5/26/2023,365947.69,Green roof,Colombo,LEED Certified,Sustainable Builders,Green Globes,7/18/2023,27.96,Yes,high-efficiency,local,25% reduction in energy use,true
Green Office Building,4/5/2023,110275.67,Renewable energy sources,Anuradhapura,LEED Silve,Eco-Friendly Designs,ENERGY STAR Certified,11/22/2023,76.12,Yes,low-flow,sustainable,40% reduction in energy use,true
Green Office Building,3/25/2023,947551.49,Green roof,Kurunegala,LEED Silve,Green Architects Inc.,ISO 14001,1/23/2024,44.22,No,low-flow,recycled,40% reduction in energy use,false
Sustainable Library,10/9/2023,527770.05,LEED Platinum certified,Kandy,LEED Gold,Green Architects Inc.,ISO 14001,8/7/2023,88.62,Limited,low-flow,local,30% reduction in energy use,false
Green Office Building,6/13/2023,616338.51,Renewable energy sources,Colombo,LEED Silve,EcoBuild Constructions,ENERGY STAR Certified,3/6/2024,77.02,No,high-efficiency,sustainable,25% reduction in energy use,true
Eco Elementary School,6/21/2023,868245.77,LEED Platinum certified,Trincomalee,Not Applicable,Green Architects Inc.,ISO 14001,7/4/2023,99.36,Yes,low-flow,recycled,30% reduction in energy use,true
Eco Elementary School,11/28/2022,866849.39,Rainwater harvesting,Anuradhapura,LEED Platinum,EcoBuild Constructions,ENERGY STAR Certified,9/5/2023,21.83,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,1/24/2023,336681.79,Green roof,Matara,LEED Certified,Sustainable Builders,ENERGY STAR Certified,2/3/2024,81.57,No,high-efficiency,recycled,40% reduction in energy use,false
Eco Elementary School,3/19/2023,798169.82,Energy-efficient design,Jaffna,LEED Certified,EcoBuild Constructions,ENERGY STAR Certified,3/9/2024,1.91,Limited,high-efficiency,local,40% reduction in energy use,false
Green Office Building,6/14/2023,197873.21,Renewable energy sources,Colombo,LEED Platinum,EcoBuild Constructions,Green Globes,6/19/2023,17.08,Limited,low-flow,recycled,25% reduction in energy use,true
Sustainable Library,1/13/2023,349200.45,Renewable energy sources,Negombo,LEED Silve,Green Building Solutions,LEED,10/6/2023,32.2,Yes,low-flow,sustainable,30% reduction in energy use,false
Eco Elementary School,1/13/2023,459795.49,Rainwater harvesting,Colombo,LEED Gold,Green Building Solutions,ISO 14001,2/27/2024,4.85,Limited,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,3/17/2023,604147.11,Green roof,Galle,LEED Silve,Sustainable Builders,ENERGY STAR Certified,10/9/2023,67.61,Limited,high-efficiency,local,40% reduction in energy use,false
Sustainable Library,6/20/2023,744217.8,Energy-efficient design,Negombo,LEED Gold,Eco-Friendly Designs,Green Globes,8/17/2023,73.69,No,high-efficiency,recycled,25% reduction in energy use,true
Green Office Building,5/10/2023,957637.09,Rainwater harvesting,Jaffna,Not Applicable,Sustainable Builders,ENERGY STAR Certified,6/8/2023,90.91,Limited,high-efficiency,sustainable,25% reduction in energy use,false
Green Office Building,12/2/2022,367558.33,Green roof,Galle,LEED Platinum,Green Building Solutions,Green Globes,9/8/2023,39.35,No,low-flow,local,30% reduction in energy use,true
Eco Elementary School,2/2/2023,745403.93,LEED Platinum certified,Colombo,Not Applicable,Green Architects Inc.,Green Globes,3/8/2024,43.4,Limited,low-flow,local,25% reduction in energy use,true
Green Office Building,9/7/2023,204889.88,Energy-efficient design,Trincomalee,LEED Platinum,Green Building Solutions,Green Globes,2/1/2024,14.21,No,high-efficiency,sustainable,40% reduction in energy use,true
Green Office Building,8/20/2023,293579.09,Rainwater harvesting,Matara,LEED Silve,Green Architects Inc.,LEED,2/24/2024,99.38,Yes,high-efficiency,local,25% reduction in energy use,false
Sustainable Library,10/27/2022,297390.2,LEED Platinum certified,Kandy,LEED Certified,Eco-Friendly Designs,LEED,12/24/2023,73.69,No,low-flow,certified,30% reduction in energy use,false
Eco Elementary School,11/27/2022,795957.01,Renewable energy sources,Negombo,LEED Platinum,Eco-Friendly Designs,ISO 14001,8/26/2023,32.3,Limited,high-efficiency,recycled,40% reduction in energy use,true
Eco Elementary School,4/5/2023,470353.51,Green roof,Anuradhapura,LEED Certified,Eco-Friendly Designs,ISO 14001,1/9/2024,42.01,No,low-flow,recycled,40% reduction in energy use,false
Green Office Building,4/22/2023,553774.25,LEED Platinum certified,Galle,LEED Silve,Eco-Friendly Designs,ENERGY STAR Certified,12/15/2023,95.39,No,high-efficiency,sustainable,25% reduction in energy use,true
Eco Elementary School,10/21/2023,201621.58,Energy-efficient design,Negombo,LEED Gold,Green Building Solutions,Green Globes,7/23/2023,11.64,No,low-flow,sustainable,25% reduction in energy use,false
Eco Elementary School,12/29/2022,649811.22,Green roof,Trincomalee,LEED Gold,Sustainable Builders,Green Globes,12/25/2023,73.23,Yes,low-flow,certified,30% reduction in energy use,true
Green Office Building,8/28/2023,423977.35,Green roof,Jaffna,LEED Certified,Sustainable Builders,Green Globes,10/17/2023,79.99,Yes,low-flow,recycled,25% reduction in energy use,false
Eco Elementary School,11/23/2022,743697.99,Green roof,Colombo,LEED Platinum,Green Building Solutions,Green Globes,9/27/2023,46.0,No,high-efficiency,local,30% reduction in energy use,false
Eco Elementary School,7/22/2023,384922.56,Rainwater harvesting,Anuradhapura,LEED Gold,Green Architects Inc.,ENERGY STAR Certified,2/6/2024,36.06,Limited,high-efficiency,recycled,40% reduction in energy use,true
Green Office Building,7/26/2023,612436.5,Green roof,Kandy,LEED Certified,Green Architects Inc.,ISO 14001,8/25/2023,55.0,No,high-efficiency,local,40% reduction in energy use,true
Sustainable Library,12/25/2022,485981.27,Renewable energy sources,Trincomalee,Not Applicable,Sustainable Builders,Green Globes,2/4/2024,36.37,Yes,low-flow,sustainable,30% reduction in energy use,true
Sustainable Library,6/27/2023,839614.47,Green roof,Gampaha,LEED Silve,Sustainable Builders,LEED,11/10/2023,79.86,Limited,high-efficiency,certified,25% reduction in energy use,false
Eco Elementary School,4/22/2023,245439.51,Renewable energy sources,Jaffna,LEED Silve,Green Building Solutions,Green Globes,9/17/2023,88.74,No,high-efficiency,local,40% reduction in energy use,true
Green Office Building,3/22/2023,475822.55,LEED Platinum certified,Kandy,Not Applicable,Sustainable Builders,Green Globes,8/24/2023,92.75,No,low-flow,reclaimed,25% reduction in energy use,true
Eco Elementary School,9/23/2023,385145.49,Energy-efficient design,Kandy,LEED Platinum,Green Building Solutions,Green Globes,2/16/2024,68.07,Limited,high-efficiency,recycled,40% reduction in energy use,false
Sustainable Library,10/27/2022,379507.55,Green roof,Jaffna,Not Applicable,Sustainable Builders,ENERGY STAR Certified,7/4/2023,24.19,Yes,low-flow,sustainable,40% reduction in energy use,true
Sustainable Library,7/22/2023,484558.76,Energy-efficient design,Colombo,LEED Platinum,Green Architects Inc.,LEED,12/10/2023,26.8,No,high-efficiency,recycled,40% reduction in energy use,false
Sustainable Library,5/22/2023,321332.05,Rainwater harvesting,Jaffna,LEED Certified,Sustainable Builders,ENERGY STAR Certified,12/11/2023,73.81,No,high-efficiency,recycled,40% reduction in energy use,false
Eco Elementary School,6/18/2023,818811.11,LEED Platinum certified,Jaffna,LEED Platinum,Green Architects Inc.,Green Globes,1/10/2024,61.09,Limited,high-efficiency,recycled,30% reduction in energy use,false
Green Office Building,10/1/2023,453295.28,Green roof,Kandy,Not Applicable,Eco-Friendly Designs,Green Globes,10/5/2023,78.23,Yes,high-efficiency,recycled,25% reduction in energy use,false
Eco Elementary School,8/3/2023,359113.16,Energy-efficient design,Negombo,LEED Certified,Sustainable Builders,ISO 14001,1/2/2024,62.87,Yes,low-flow,certified,30% reduction in energy use,true
Sustainable Library,9/14/2023,859478.07,Renewable energy sources,Galle,LEED Certified,Green Building Solutions,ENERGY STAR Certified,9/18/2023,31.91,Yes,low-flow,reclaimed,40% reduction in energy use,true
Sustainable Library,10/24/2023,298310.34,LEED Platinum certified,Galle,LEED Gold,Green Architects Inc.,ISO 14001,7/23/2023,80.19,Yes,low-flow,sustainable,40% reduction in energy use,true
Eco Elementary School,7/27/2023,883188.59,Renewable energy sources,Negombo,Not Applicable,Eco-Friendly Designs,ISO 14001,5/19/2023,10.92,No,low-flow,certified,40% reduction in energy use,true
Eco Elementary School,8/11/2023,201591.0,Green roof,Kandy,LEED Silve,Green Building Solutions,LEED,1/23/2024,46.89,No,low-flow,certified,25% reduction in energy use,false
Sustainable Library,6/26/2023,562570.49,Energy-efficient design,Jaffna,LEED Platinum,EcoBuild Constructions,LEED,1/13/2024,10.97,Limited,high-efficiency,reclaimed,25% reduction in energy use,true
Sustainable Library,11/20/2022,570904.14,Energy-efficient design,Galle,LEED Silve,Green Architects Inc.,Green Globes,7/7/2023,44.61,No,low-flow,sustainable,25% reduction in energy use,true
Eco Elementary School,10/3/2023,782616.54,Green roof,Kandy,LEED Certified,Green Building Solutions,ENERGY STAR Certified,2/4/2024,14.18,Yes,low-flow,sustainable,25% reduction in energy use,true
Eco Elementary School,4/18/2023,925100.6,Rainwater harvesting,Kurunegala,LEED Certified,Green Building Solutions,LEED,8/27/2023,74.07,Limited,low-flow,recycled,40% reduction in energy use,false
Eco Elementary School,3/31/2023,893328.48,Energy-efficient design,Kurunegala,LEED Platinum,Green Building Solutions,LEED,9/5/2023,35.77,No,high-efficiency,sustainable,30% reduction in energy use,false
Eco Elementary School,9/18/2023,848183.16,Green roof,Kandy,LEED Platinum,Green Building Solutions,ISO 14001,9/3/2023,87.85,No,high-efficiency,sustainable,25% reduction in energy use,false
Sustainable Library,7/30/2023,212268.88,Rainwater harvesting,Negombo,Not Applicable,Sustainable Builders,ENERGY STAR Certified,10/19/2023,57.99,Limited,high-efficiency,local,40% reduction in energy use,true
Green Office Building,7/2/2023,153695.71,Energy-efficient design,Galle,LEED Platinum,Eco-Friendly Designs,LEED,10/16/2023,94.97,Limited,high-efficiency,reclaimed,25% reduction in energy use,false
Sustainable Library,8/3/2023,868252.19,LEED Platinum certified,Jaffna,LEED Platinum,Green Building Solutions,LEED,10/6/2023,54.77,No,low-flow,local,40% reduction in energy use,false
Sustainable Library,1/19/2023,158498.72,Renewable energy sources,Negombo,LEED Gold,Green Building Solutions,LEED,8/28/2023,81.05,Limited,low-flow,reclaimed,30% reduction in energy use,false
Eco Elementary School,12/24/2022,942916.5,Energy-efficient design,Colombo,LEED Certified,Green Architects Inc.,LEED,9/2/2023,77.09,Limited,low-flow,recycled,30% reduction in energy use,false
Eco Elementary School,5/20/2023,590732.43,LEED Platinum certified,Colombo,LEED Platinum,Green Building Solutions,Green Globes,2/7/2024,2.42,Limited,high-efficiency,sustainable,40% reduction in energy use,false
Sustainable Library,6/7/2023,576199.34,Renewable energy sources,Negombo,Not Applicable,EcoBuild Constructions,LEED,6/25/2023,25.9,Yes,high-efficiency,sustainable,25% reduction in energy use,true
Sustainable Library,8/2/2023,829369.34,Rainwater harvesting,Negombo,LEED Certified,Green Architects Inc.,LEED,5/24/2023,74.45,No,high-efficiency,recycled,25% reduction in energy use,false
Sustainable Library,1/13/2023,640468.01,Renewable energy sources,Kandy,LEED Silve,Green Architects Inc.,ENERGY STAR Certified,10/31/2023,93.9,Limited,high-efficiency,recycled,30% reduction in energy use,true
Green Office Building,9/14/2023,463846.53,LEED Platinum certified,Anuradhapura,LEED Gold,Sustainable Builders,LEED,10/4/2023,31.02,Limited,low-flow,reclaimed,25% reduction in energy use,false
Sustainable Library,4/6/2023,928812.09,Renewable energy sources,Galle,LEED Certified,EcoBuild Constructions,LEED,8/26/2023,17.96,No,low-flow,recycled,40% reduction in energy use,true
Sustainable Library,9/5/2023,559697.26,Renewable energy sources,Colombo,LEED Certified,Eco-Friendly Designs,LEED,7/1/2023,25.2,Limited,high-efficiency,sustainable,40% reduction in energy use,true
Eco Elementary School,8/28/2023,519417.16,Renewable energy sources,Colombo,LEED Platinum,Sustainable Builders,ENERGY STAR Certified,11/26/2023,78.73,Limited,low-flow,recycled,30% reduction in energy use,false
Sustainable Library,8/3/2023,513529.92,LEED Platinum certified,Kandy,LEED Platinum,EcoBuild Constructions,LEED,8/3/2023,6.22,Limited,low-flow,certified,25% reduction in energy use,true
Sustainable Library,11/9/2022,458818.91,Rainwater harvesting,Anuradhapura,LEED Certified,Sustainable Builders,LEED,12/11/2023,44.27,Yes,high-efficiency,local,40% reduction in energy use,true
Green Office Building,6/15/2023,441677.98,Green roof,Kurunegala,LEED Certified,Green Architects Inc.,ENERGY STAR Certified,9/25/2023,10.73,No,high-efficiency,sustainable,30% reduction in energy use,false
Green Office Building,4/1/2023,927634.31,Energy-efficient design,Matara,LEED Gold,EcoBuild Constructions,ISO 14001,2/14/2024,24.99,Yes,high-efficiency,recycled,30% reduction in energy use,true
Eco Elementary School,11/22/2022,190068.94,Green roof,Anuradhapura,LEED Gold,Green Architects Inc.,ISO 14001,8/8/2023,20.65,Limited,high-efficiency,recycled,40% reduction in energy use,false
Sustainable Library,6/10/2023,289225.04,Green roof,Galle,LEED Silve,Green Architects Inc.,ENERGY STAR Certified,12/31/2023,6.19,Yes,low-flow,reclaimed,30% reduction in energy use,true
Sustainable Library,8/16/2023,889839.89,LEED Platinum certified,Jaffna,LEED Gold,Eco-Friendly Designs,ENERGY STAR Certified,6/1/2023,57.05,Yes,low-flow,recycled,40% reduction in energy use,true
Sustainable Library,8/25/2023,437889.97,LEED Platinum certified,Anuradhapura,LEED Certified,Eco-Friendly Designs,ISO 14001,8/26/2023,52.54,No,low-flow,reclaimed,40% reduction in energy use,false
Sustainable Library,2/11/2023,476097.44,Renewable energy sources,Kandy,Not Applicable,Eco-Friendly Designs,ENERGY STAR Certified,12/24/2023,49.56,No,high-efficiency,sustainable,25% reduction in energy use,false
Eco Elementary School,10/5/2023,883817.22,Green roof,Kurunegala,LEED Certified,Green Building Solutions,LEED,11/18/2023,56.52,Yes,high-efficiency,sustainable,40% reduction in energy use,true
Sustainable Library,6/10/2023,961598.2,LEED Platinum certified,Trincomalee,LEED Silve,Sustainable Builders,Green Globes,8/11/2023,17.43,Yes,low-flow,certified,30% reduction in energy use,true
Eco Elementary School,7/29/2023,649839.63,Energy-efficient design,Negombo,Not Applicable,Green Architects Inc.,LEED,8/13/2023,58.63,No,high-efficiency,sustainable,40% reduction in energy use,true
